length, width, pattern, capture, instantiation, first_launch_api, first_launch_total, repeat_launch_api, repeat_launch_total, first_launch_device, blockingKernelTimeoutDetected, repeat_launch_device, blockingKernelTimeoutDetected, upload_api_time, upload_device_time, blockingKernelTimeoutDetected, 
1527, 1, 0, 968.152, 1731.973, 535.575, 1382.660, 352.137, 1362.855, 1370.272, 0.000, 1356.992, 0.000, 475.026, 334.208, 0.000, 
1527, 1, 0, 906.421, 1633.240, 535.421, 1390.220, 354.418, 1356.567, 1372.160, 0.000, 1355.488, 0.000, 470.867, 332.544, 0.000, 
1527, 1, 0, 921.924, 1647.747, 532.488, 1384.936, 353.115, 1357.367, 1371.520, 0.000, 1360.512, 0.000, 471.608, 334.464, 0.000, 
1527, 1, 0, 953.731, 1755.218, 546.539, 1391.040, 357.820, 1362.072, 1372.096, 0.000, 1362.560, 0.000, 477.022, 332.320, 0.000, 
1527, 1, 0, 973.180, 1850.544, 532.437, 1381.250, 358.250, 1361.343, 1369.728, 0.000, 1360.224, 0.000, 468.510, 336.256, 0.000, 
1527, 1, 0, 904.067, 1689.028, 535.713, 1382.881, 354.536, 1362.751, 1372.064, 0.000, 1360.768, 0.000, 503.583, 336.896, 0.000, 
1527, 1, 0, 1003.571, 1711.010, 527.975, 1383.032, 376.872, 1360.657, 1373.536, 0.000, 1360.576, 0.000, 495.085, 332.992, 0.000, 
1527, 1, 0, 936.161, 1630.400, 549.456, 1381.789, 364.003, 1357.668, 1371.776, 0.000, 1360.608, 0.000, 465.905, 333.824, 0.000, 
1527, 1, 0, 970.294, 1783.585, 532.506, 1386.351, 375.116, 1372.398, 1372.064, 0.000, 1355.968, 0.000, 475.366, 335.648, 0.000, 
1528, 1, 0, 949.087, 1856.989, 531.537, 1384.733, 352.987, 1372.822, 1370.944, 0.000, 1359.712, 0.000, 469.090, 334.560, 0.000, 
1528, 1, 0, 924.988, 1653.190, 522.286, 1383.987, 355.907, 1363.435, 1373.120, 0.000, 1360.544, 0.000, 467.808, 335.072, 0.000, 
1528, 1, 0, 935.091, 1676.158, 536.769, 1383.163, 349.992, 1363.322, 1372.448, 0.000, 1360.096, 0.000, 472.273, 336.448, 0.000, 
1528, 1, 0, 920.844, 1647.810, 527.554, 1386.745, 356.916, 1356.845, 1374.816, 0.000, 1358.304, 0.000, 475.538, 333.312, 0.000, 
1528, 1, 0, 957.038, 1700.622, 541.117, 1383.548, 356.307, 1358.494, 1372.320, 0.000, 1359.520, 0.000, 490.743, 335.680, 0.000, 
1528, 1, 0, 971.996, 1928.623, 533.398, 1382.429, 367.460, 1363.181, 1371.488, 0.000, 1361.728, 0.000, 469.060, 342.432, 0.000, 
1528, 1, 0, 953.834, 1697.067, 548.346, 1382.891, 371.546, 1363.455, 1371.808, 0.000, 1360.032, 0.000, 479.267, 336.800, 0.000, 
1528, 1, 0, 976.070, 1726.882, 544.101, 1383.793, 359.814, 1359.267, 1373.184, 0.000, 1361.504, 0.000, 471.224, 337.120, 0.000, 
1528, 1, 0, 951.094, 1710.677, 542.711, 1383.538, 352.323, 1364.091, 1372.288, 0.000, 1360.416, 0.000, 470.914, 335.264, 0.000, 
1528, 1, 0, 950.242, 1713.807, 545.454, 1384.458, 358.521, 1363.020, 1370.688, 0.000, 1361.504, 0.000, 492.529, 333.888, 0.000, 
1529, 1, 0, 912.002, 1828.868, 534.144, 1384.695, 377.663, 1358.039, 1371.104, 0.000, 1356.576, 0.000, 468.163, 333.792, 0.000, 
1529, 1, 0, 942.811, 1650.996, 538.488, 1384.918, 356.848, 1358.628, 1372.160, 0.000, 1363.072, 0.000, 472.229, 334.464, 0.000, 
1529, 1, 0, 950.463, 1737.632, 538.429, 1386.155, 357.625, 1362.971, 1373.600, 0.000, 1362.368, 0.000, 481.018, 336.032, 0.000, 
1529, 1, 0, 986.202, 1707.462, 547.071, 1385.070, 363.591, 1364.241, 1375.200, 0.000, 1368.544, 0.000, 490.307, 336.928, 0.000, 
1529, 1, 0, 955.429, 1739.611, 546.555, 1384.225, 353.105, 1364.736, 1375.904, 0.000, 1363.104, 0.000, 475.275, 335.840, 0.000, 
1529, 1, 0, 1000.586, 1946.910, 535.281, 1385.169, 371.415, 1363.830, 1374.784, 0.000, 1362.336, 0.000, 469.293, 336.064, 0.000, 
1529, 1, 0, 900.309, 1639.140, 539.137, 1381.575, 352.668, 1361.390, 1375.072, 0.000, 1362.624, 0.000, 472.524, 335.808, 0.000, 
1529, 1, 0, 919.275, 1686.549, 528.682, 1384.317, 353.257, 1359.626, 1374.016, 0.000, 1363.136, 0.000, 477.704, 335.744, 0.000, 
1529, 1, 0, 915.078, 1629.408, 528.273, 1384.188, 353.986, 1363.509, 1371.648, 0.000, 1360.000, 0.000, 481.175, 336.384, 0.000, 
1529, 1, 0, 968.195, 1704.905, 538.779, 1384.654, 358.418, 1363.634, 1372.672, 0.000, 1362.336, 0.000, 468.432, 336.800, 0.000, 
1530, 1, 0, 903.641, 1851.669, 533.045, 1384.982, 353.065, 1364.303, 1375.552, 0.000, 1363.072, 0.000, 484.124, 336.480, 0.000, 
1530, 1, 0, 931.538, 1652.977, 533.960, 1384.424, 365.067, 1364.191, 1376.064, 0.000, 1362.336, 0.000, 469.878, 334.720, 0.000, 
1530, 1, 0, 905.425, 1633.923, 533.744, 1384.336, 357.802, 1360.856, 1374.752, 0.000, 1362.592, 0.000, 477.446, 334.848, 0.000, 
1530, 1, 0, 921.804, 1660.348, 519.398, 1384.228, 356.695, 1359.254, 1373.216, 0.000, 1364.320, 0.000, 474.198, 335.072, 0.000, 
1530, 1, 0, 911.958, 1632.932, 529.066, 1386.730, 360.978, 1364.820, 1373.440, 0.000, 1363.584, 0.000, 469.280, 336.960, 0.000, 
1530, 1, 0, 920.572, 1846.018, 548.926, 1385.986, 372.623, 1362.073, 1375.552, 0.000, 1362.400, 0.000, 467.634, 337.568, 0.000, 
1530, 1, 0, 907.420, 1638.500, 524.874, 1384.834, 348.776, 1363.192, 1374.528, 0.000, 1361.792, 0.000, 478.086, 336.320, 0.000, 
1530, 1, 0, 930.848, 1654.715, 532.476, 1387.468, 360.938, 1360.493, 1375.584, 0.000, 1363.264, 0.000, 470.464, 335.744, 0.000, 
1530, 1, 0, 903.613, 1638.328, 533.084, 1384.136, 354.661, 1363.843, 1373.056, 0.000, 1362.112, 0.000, 468.819, 334.880, 0.000, 
1530, 1, 0, 922.114, 1658.922, 525.838, 1383.455, 359.036, 1361.071, 1374.720, 0.000, 1364.160, 0.000, 464.977, 337.056, 0.000, 
1531, 1, 0, 915.740, 1836.907, 527.066, 1387.114, 348.361, 1364.966, 1374.208, 0.000, 1363.776, 0.000, 469.322, 337.440, 0.000, 
1531, 1, 0, 921.260, 1729.142, 528.454, 1387.366, 355.300, 1361.101, 1376.096, 0.000, 1364.288, 0.000, 468.296, 334.752, 0.000, 
1531, 1, 0, 904.684, 1644.607, 535.810, 1387.459, 354.643, 1365.069, 1373.888, 0.000, 1364.896, 0.000, 482.939, 337.888, 0.000, 
1531, 1, 0, 929.963, 1652.557, 533.893, 1387.660, 354.374, 1364.980, 1375.712, 0.000, 1365.120, 0.000, 465.347, 334.816, 0.000, 
1531, 1, 0, 907.251, 1628.820, 526.860, 1384.949, 349.527, 1365.939, 1375.136, 0.000, 1364.064, 0.000, 472.424, 336.768, 0.000, 
1531, 1, 0, 925.032, 1861.741, 535.209, 1385.260, 355.176, 1364.795, 1374.080, 0.000, 1362.688, 0.000, 472.688, 331.488, 0.000, 
1531, 1, 0, 916.894, 1642.703, 531.572, 1386.953, 354.138, 1366.426, 1376.256, 0.000, 1363.584, 0.000, 473.550, 334.816, 0.000, 
1531, 1, 0, 926.237, 1659.726, 537.310, 1387.216, 369.291, 1364.482, 1375.744, 0.000, 1363.936, 0.000, 470.110, 333.760, 0.000, 
1531, 1, 0, 903.118, 1638.570, 532.948, 1385.840, 351.094, 1365.256, 1376.640, 0.000, 1360.288, 0.000, 481.487, 333.440, 0.000, 
1531, 1, 0, 927.550, 1656.279, 533.514, 1384.556, 355.439, 1364.900, 1374.048, 0.000, 1364.448, 0.000, 463.833, 335.776, 0.000, 
1532, 1, 0, 907.674, 1843.696, 544.579, 1387.816, 351.943, 1366.004, 1379.264, 0.000, 1363.680, 0.000, 472.891, 335.328, 0.000, 
1532, 1, 0, 925.229, 1654.741, 531.805, 1386.127, 356.109, 1366.728, 1375.936, 0.000, 1365.856, 0.000, 477.165, 336.960, 0.000, 
1532, 1, 0, 916.109, 1637.057, 531.862, 1387.507, 355.378, 1365.484, 1374.528, 0.000, 1364.992, 0.000, 474.243, 336.384, 0.000, 
1532, 1, 0, 924.491, 1656.017, 528.963, 1387.029, 356.213, 1365.354, 1377.248, 0.000, 1364.672, 0.000, 468.440, 338.368, 0.000, 
1532, 1, 0, 905.608, 1644.158, 528.972, 1387.480, 354.411, 1366.880, 1374.432, 0.000, 1365.664, 0.000, 470.396, 332.832, 0.000, 
1532, 1, 0, 936.624, 1846.525, 534.084, 1387.674, 352.789, 1366.043, 1378.208, 0.000, 1366.272, 0.000, 466.816, 335.904, 0.000, 
1532, 1, 0, 911.635, 1637.807, 530.492, 1384.317, 353.705, 1366.726, 1375.584, 0.000, 1365.664, 0.000, 471.844, 335.776, 0.000, 
1532, 1, 0, 927.789, 1662.944, 524.941, 1387.153, 358.680, 1365.394, 1375.840, 0.000, 1365.856, 0.000, 469.292, 337.376, 0.000, 
1532, 1, 0, 916.482, 1634.136, 532.529, 1385.955, 353.181, 1366.620, 1375.456, 0.000, 1365.184, 0.000, 476.746, 337.152, 0.000, 
1532, 1, 0, 929.170, 1651.480, 528.398, 1389.536, 349.815, 1368.042, 1375.808, 0.000, 1364.480, 0.000, 467.327, 336.352, 0.000, 
1533, 1, 0, 907.586, 1840.957, 533.903, 1388.813, 355.237, 1366.549, 1376.768, 0.000, 1365.952, 0.000, 486.982, 336.064, 0.000, 
1533, 1, 0, 932.791, 1648.971, 527.937, 1389.348, 357.665, 1367.336, 1376.352, 0.000, 1367.328, 0.000, 468.914, 337.152, 0.000, 
1533, 1, 0, 909.647, 1648.290, 542.223, 1388.073, 354.568, 1366.013, 1376.160, 0.000, 1366.080, 0.000, 469.571, 335.168, 0.000, 
1533, 1, 0, 927.954, 1656.518, 528.619, 1386.527, 353.668, 1363.509, 1376.928, 0.000, 1365.088, 0.000, 479.396, 337.888, 0.000, 
1533, 1, 0, 916.166, 1643.398, 532.079, 1388.618, 358.681, 1365.280, 1377.056, 0.000, 1365.888, 0.000, 471.281, 336.096, 0.000, 
1533, 1, 0, 926.856, 1851.767, 539.214, 1386.768, 358.529, 1363.417, 1376.480, 0.000, 1365.504, 0.000, 465.489, 335.200, 0.000, 
1533, 1, 0, 910.252, 1645.824, 534.682, 1387.026, 353.375, 1367.870, 1376.512, 0.000, 1365.984, 0.000, 479.511, 336.480, 0.000, 
1533, 1, 0, 934.177, 1656.734, 531.517, 1387.078, 351.624, 1367.262, 1376.384, 0.000, 1366.240, 0.000, 473.162, 336.448, 0.000, 
1533, 1, 0, 910.145, 1633.802, 522.940, 1387.133, 355.201, 1367.121, 1376.672, 0.000, 1365.536, 0.000, 476.456, 334.784, 0.000, 
1533, 1, 0, 929.353, 1664.782, 529.148, 1387.189, 355.155, 1366.892, 1376.416, 0.000, 1366.464, 0.000, 476.535, 334.400, 0.000, 
1534, 1, 0, 966.239, 1953.954, 546.438, 1388.558, 363.186, 1367.119, 1377.952, 0.000, 1367.072, 0.000, 478.342, 336.192, 0.000, 
1534, 1, 0, 925.311, 1656.031, 533.891, 1388.397, 354.677, 1367.857, 1377.920, 0.000, 1366.688, 0.000, 468.511, 337.760, 0.000, 
1534, 1, 0, 909.628, 1641.302, 528.022, 1389.790, 357.124, 1367.651, 1378.304, 0.000, 1366.304, 0.000, 479.234, 335.392, 0.000, 
1534, 1, 0, 928.079, 1657.188, 535.948, 1389.695, 358.174, 1366.761, 1378.336, 0.000, 1367.136, 0.000, 469.265, 334.624, 0.000, 
1534, 1, 0, 906.753, 1638.936, 540.185, 1387.174, 357.450, 1366.311, 1376.512, 0.000, 1360.448, 0.000, 474.752, 336.384, 0.000, 
1534, 1, 0, 923.852, 1859.981, 531.361, 1387.624, 356.957, 1364.277, 1378.400, 0.000, 1366.432, 0.000, 477.479, 336.768, 0.000, 
1534, 1, 0, 932.745, 1691.539, 524.580, 1388.486, 355.574, 1369.004, 1376.928, 0.000, 1366.976, 0.000, 471.114, 336.032, 0.000, 
1534, 1, 0, 926.972, 1662.254, 537.222, 1387.767, 357.534, 1366.331, 1377.696, 0.000, 1366.432, 0.000, 467.858, 335.648, 0.000, 
1534, 1, 0, 906.727, 1646.263, 526.460, 1387.699, 353.625, 1364.493, 1379.168, 0.000, 1366.944, 0.000, 470.570, 336.320, 0.000, 
1534, 1, 0, 928.084, 1660.273, 521.954, 1388.587, 355.234, 1362.963, 1376.416, 0.000, 1367.072, 0.000, 468.123, 337.280, 0.000, 
1535, 1, 0, 907.476, 1854.686, 538.466, 1392.636, 356.260, 1368.355, 1378.336, 0.000, 1366.272, 0.000, 469.496, 335.488, 0.000, 
1535, 1, 0, 925.901, 1658.127, 529.834, 1389.687, 356.469, 1369.675, 1381.536, 0.000, 1367.552, 0.000, 470.782, 334.720, 0.000, 
1535, 1, 0, 909.535, 1642.617, 531.156, 1390.843, 351.841, 1369.675, 1379.232, 0.000, 1367.648, 0.000, 474.244, 335.584, 0.000, 
1535, 1, 0, 921.785, 1685.279, 526.718, 1390.286, 358.577, 1367.394, 1377.632, 0.000, 1367.328, 0.000, 468.530, 338.688, 0.000, 
1535, 1, 0, 906.322, 1649.987, 539.263, 1390.039, 351.855, 1363.106, 1379.360, 0.000, 1368.288, 0.000, 472.707, 335.872, 0.000, 
1535, 1, 0, 999.009, 1892.291, 534.583, 1389.335, 356.010, 1363.878, 1376.704, 0.000, 1368.160, 0.000, 473.537, 336.416, 0.000, 
1535, 1, 0, 907.726, 1652.052, 552.925, 1390.682, 372.124, 1362.445, 1378.624, 0.000, 1366.688, 0.000, 472.030, 335.840, 0.000, 
1535, 1, 0, 936.733, 1662.402, 525.992, 1390.252, 352.722, 1366.541, 1379.040, 0.000, 1360.672, 0.000, 468.344, 337.088, 0.000, 
1535, 1, 0, 908.929, 1646.332, 530.893, 1388.645, 356.237, 1369.070, 1377.088, 0.000, 1367.552, 0.000, 473.171, 336.544, 0.000, 
1535, 1, 0, 925.350, 1661.450, 533.802, 1389.718, 353.986, 1368.786, 1378.080, 0.000, 1368.384, 0.000, 469.280, 337.920, 0.000, 
1536, 1, 0, 917.568, 1834.138, 525.441, 1389.657, 353.243, 1369.977, 1379.424, 0.000, 1366.272, 0.000, 473.101, 336.224, 0.000, 
1536, 1, 0, 922.080, 1660.632, 524.557, 1392.167, 350.899, 1369.061, 1381.088, 0.000, 1369.184, 0.000, 474.428, 336.864, 0.000, 
1536, 1, 0, 911.174, 1648.862, 535.641, 1389.005, 355.790, 1369.742, 1380.288, 0.000, 1368.832, 0.000, 468.128, 336.576, 0.000, 
1536, 1, 0, 935.108, 1713.698, 540.167, 1391.048, 354.285, 1368.327, 1380.992, 0.000, 1367.616, 0.000, 474.870, 336.544, 0.000, 
1536, 1, 0, 908.633, 1634.676, 529.127, 1396.138, 357.048, 1369.523, 1379.552, 0.000, 1368.576, 0.000, 469.895, 337.024, 0.000, 
1536, 1, 0, 921.349, 1862.210, 529.185, 1388.069, 357.452, 1364.322, 1377.568, 0.000, 1369.344, 0.000, 473.434, 335.360, 0.000, 
1536, 1, 0, 916.196, 1643.867, 532.811, 1390.253, 352.108, 1369.405, 1379.136, 0.000, 1369.056, 0.000, 472.806, 337.632, 0.000, 
1536, 1, 0, 929.617, 1659.067, 534.888, 1389.802, 355.613, 1366.241, 1379.648, 0.000, 1369.536, 0.000, 470.472, 336.224, 0.000, 
1536, 1, 0, 905.658, 1647.234, 527.734, 1390.453, 351.001, 1369.597, 1379.808, 0.000, 1367.744, 0.000, 470.348, 337.600, 0.000, 
1536, 1, 0, 931.829, 1662.633, 534.064, 1391.354, 355.569, 1370.747, 1380.608, 0.000, 1363.616, 0.000, 467.809, 337.344, 0.000, 
1537, 1, 0, 910.269, 1993.107, 551.088, 1389.755, 356.406, 1367.620, 1380.672, 0.000, 1364.960, 0.000, 475.495, 338.176, 0.000, 
1537, 1, 0, 924.335, 1667.016, 538.877, 1395.581, 358.302, 1366.991, 1380.000, 0.000, 1370.048, 0.000, 481.672, 335.776, 0.000, 
1537, 1, 0, 918.683, 1646.552, 528.254, 1389.021, 358.033, 1370.036, 1382.240, 0.000, 1369.376, 0.000, 473.500, 335.008, 0.000, 
1537, 1, 0, 929.436, 1661.241, 535.338, 1391.931, 357.482, 1370.509, 1379.968, 0.000, 1369.408, 0.000, 469.023, 337.376, 0.000, 
1537, 1, 0, 909.298, 1651.823, 533.396, 1391.528, 352.796, 1366.864, 1378.720, 0.000, 1369.440, 0.000, 479.723, 337.184, 0.000, 
1537, 1, 0, 933.582, 1857.201, 532.820, 1392.266, 362.302, 1370.000, 1383.680, 0.000, 1369.728, 0.000, 475.565, 336.416, 0.000, 
1537, 1, 0, 906.063, 1645.002, 542.608, 1394.819, 353.297, 1369.728, 1380.224, 0.000, 1370.112, 0.000, 471.777, 338.784, 0.000, 
1537, 1, 0, 928.707, 1673.258, 535.081, 1391.515, 357.950, 1366.536, 1380.160, 0.000, 1369.344, 0.000, 477.936, 334.400, 0.000, 
1537, 1, 0, 915.497, 1641.476, 530.884, 1391.557, 358.739, 1369.779, 1382.976, 0.000, 1364.896, 0.000, 479.487, 336.032, 0.000, 
1537, 1, 0, 923.740, 1661.954, 539.748, 1391.482, 356.533, 1371.193, 1382.048, 0.000, 1368.832, 0.000, 466.272, 334.848, 0.000, 
1538, 1, 0, 907.422, 1893.069, 540.910, 1393.618, 353.024, 1372.292, 1382.624, 0.000, 1371.136, 0.000, 475.376, 341.344, 0.000, 
1538, 1, 0, 923.939, 1659.143, 536.697, 1391.159, 351.359, 1367.540, 1381.312, 0.000, 1370.528, 0.000, 471.602, 337.824, 0.000, 
1538, 1, 0, 908.709, 1651.514, 533.169, 1392.266, 352.273, 1371.189, 1382.400, 0.000, 1369.856, 0.000, 472.442, 339.392, 0.000, 
1538, 1, 0, 933.876, 1668.656, 523.347, 1393.153, 355.661, 1373.270, 1381.760, 0.000, 1370.720, 0.000, 465.733, 335.744, 0.000, 
1538, 1, 0, 910.919, 1642.608, 537.940, 1391.047, 355.223, 1372.644, 1382.944, 0.000, 1371.424, 0.000, 471.620, 336.992, 0.000, 
1538, 1, 0, 929.179, 1865.926, 534.635, 1391.953, 359.251, 1371.311, 1382.016, 0.000, 1370.944, 0.000, 475.357, 336.064, 0.000, 
1538, 1, 0, 915.104, 1656.650, 536.735, 1395.631, 359.625, 1370.307, 1382.080, 0.000, 1370.368, 0.000, 477.463, 340.032, 0.000, 
1538, 1, 0, 993.006, 1720.211, 546.648, 1391.712, 362.148, 1371.243, 1382.528, 0.000, 1367.936, 0.000, 478.992, 338.112, 0.000, 
1538, 1, 0, 906.574, 1652.649, 536.679, 1393.981, 355.090, 1372.317, 1380.992, 0.000, 1370.240, 0.000, 472.435, 336.736, 0.000, 
1538, 1, 0, 935.795, 1663.363, 532.938, 1391.525, 364.062, 1372.781, 1381.504, 0.000, 1370.656, 0.000, 466.766, 338.080, 0.000, 
1539, 1, 0, 910.449, 1857.844, 536.380, 1393.556, 358.386, 1374.080, 1382.336, 0.000, 1371.328, 0.000, 477.514, 337.152, 0.000, 
1539, 1, 0, 926.444, 1667.523, 532.004, 1394.477, 360.944, 1372.206, 1382.720, 0.000, 1371.552, 0.000, 475.743, 335.232, 0.000, 
1539, 1, 0, 911.304, 1695.862, 557.890, 1395.945, 357.463, 1372.269, 1383.040, 0.000, 1371.104, 0.000, 471.926, 337.632, 0.000, 
1539, 1, 0, 929.431, 1673.481, 535.159, 1393.144, 359.517, 1370.853, 1383.584, 0.000, 1370.816, 0.000, 473.409, 338.784, 0.000, 
1539, 1, 0, 920.228, 1647.428, 521.949, 1393.873, 354.141, 1372.089, 1384.544, 0.000, 1370.976, 0.000, 473.359, 337.024, 0.000, 
1539, 1, 0, 923.494, 1858.901, 538.368, 1392.929, 355.532, 1370.964, 1381.696, 0.000, 1371.456, 0.000, 467.885, 336.576, 0.000, 
1539, 1, 0, 908.040, 1648.226, 532.631, 1393.418, 356.078, 1371.367, 1382.336, 0.000, 1370.912, 0.000, 475.630, 339.616, 0.000, 
1539, 1, 0, 938.110, 1664.461, 530.117, 1392.373, 355.843, 1373.249, 1383.296, 0.000, 1369.632, 0.000, 480.708, 336.896, 0.000, 
1539, 1, 0, 958.535, 1704.335, 548.959, 1396.124, 360.010, 1371.866, 1381.696, 0.000, 1371.392, 0.000, 480.217, 338.176, 0.000, 
1539, 1, 0, 974.275, 1730.156, 541.450, 1393.176, 360.275, 1372.862, 1382.976, 0.000, 1371.328, 0.000, 473.305, 335.040, 0.000, 
1540, 1, 0, 916.561, 1842.001, 535.019, 1394.903, 354.701, 1368.462, 1384.224, 0.000, 1371.392, 0.000, 475.199, 337.856, 0.000, 
1540, 1, 0, 929.246, 1653.469, 533.632, 1392.004, 355.858, 1374.774, 1383.168, 0.000, 1372.224, 0.000, 466.038, 337.664, 0.000, 
1540, 1, 0, 910.578, 1655.676, 536.705, 1395.656, 355.928, 1374.537, 1382.880, 0.000, 1373.504, 0.000, 479.887, 337.888, 0.000, 
1540, 1, 0, 926.837, 1654.700, 534.189, 1393.893, 357.750, 1374.695, 1383.520, 0.000, 1372.512, 0.000, 474.918, 338.656, 0.000, 
1540, 1, 0, 914.682, 1648.837, 534.171, 1393.554, 352.278, 1373.942, 1383.488, 0.000, 1375.840, 0.000, 471.422, 336.096, 0.000, 
1540, 1, 0, 928.347, 1868.377, 529.138, 1393.803, 358.487, 1373.899, 1386.144, 0.000, 1371.744, 0.000, 471.235, 338.080, 0.000, 
1540, 1, 0, 910.241, 1651.338, 533.748, 1394.108, 355.246, 1373.552, 1382.080, 0.000, 1372.160, 0.000, 471.280, 335.808, 0.000, 
1540, 1, 0, 933.747, 1672.251, 532.354, 1396.861, 361.618, 1372.910, 1384.160, 0.000, 1372.960, 0.000, 471.570, 338.304, 0.000, 
1540, 1, 0, 918.066, 1641.547, 529.070, 1392.510, 354.964, 1368.254, 1383.424, 0.000, 1368.224, 0.000, 472.585, 339.616, 0.000, 
1540, 1, 0, 928.997, 1718.750, 543.234, 1395.595, 359.178, 1370.240, 1383.744, 0.000, 1372.640, 0.000, 471.273, 338.752, 0.000, 
1541, 1, 0, 911.986, 1850.999, 535.393, 1394.127, 354.235, 1372.844, 1383.808, 0.000, 1372.576, 0.000, 483.578, 338.688, 0.000, 
1541, 1, 0, 936.845, 1662.341, 532.874, 1393.734, 359.970, 1374.598, 1386.368, 0.000, 1373.920, 0.000, 474.513, 339.456, 0.000, 
1541, 1, 0, 909.043, 1649.440, 538.952, 1396.088, 351.212, 1373.252, 1384.064, 0.000, 1373.280, 0.000, 470.596, 336.768, 0.000, 
1541, 1, 0, 929.971, 1669.195, 529.314, 1394.182, 357.674, 1373.861, 1382.976, 0.000, 1374.112, 0.000, 481.489, 338.080, 0.000, 
1541, 1, 0, 918.215, 1645.423, 536.851, 1394.794, 362.244, 1375.314, 1383.776, 0.000, 1374.368, 0.000, 474.386, 334.144, 0.000, 
1541, 1, 0, 929.882, 1864.653, 546.540, 1396.680, 358.002, 1373.983, 1384.064, 0.000, 1369.504, 0.000, 471.114, 338.560, 0.000, 
1541, 1, 0, 911.309, 1655.745, 535.265, 1397.172, 358.173, 1375.232, 1383.040, 0.000, 1367.776, 0.000, 478.825, 339.904, 0.000, 
1541, 1, 0, 929.904, 1663.561, 527.152, 1396.981, 358.334, 1373.639, 1384.288, 0.000, 1373.024, 0.000, 472.706, 333.792, 0.000, 
1541, 1, 0, 909.100, 1652.974, 538.566, 1393.942, 354.610, 1374.636, 1385.216, 0.000, 1372.960, 0.000, 476.148, 336.960, 0.000, 
1541, 1, 0, 927.840, 1672.170, 530.954, 1394.667, 360.212, 1373.344, 1383.456, 0.000, 1376.096, 0.000, 466.557, 338.848, 0.000, 
1542, 1, 0, 912.381, 1850.808, 538.095, 1397.520, 351.487, 1375.806, 1384.448, 0.000, 1370.944, 0.000, 477.457, 338.496, 0.000, 
1542, 1, 0, 932.044, 1679.827, 531.767, 1395.843, 359.946, 1374.743, 1384.320, 0.000, 1373.920, 0.000, 471.232, 339.840, 0.000, 
1542, 1, 0, 923.067, 1647.574, 540.833, 1398.044, 350.711, 1374.419, 1383.616, 0.000, 1375.360, 0.000, 474.158, 337.888, 0.000, 
1542, 1, 0, 968.893, 1666.503, 524.876, 1395.306, 361.377, 1376.920, 1384.384, 0.000, 1373.952, 0.000, 475.460, 337.824, 0.000, 
1542, 1, 0, 915.188, 1653.719, 538.586, 1394.431, 352.580, 1375.112, 1383.968, 0.000, 1375.424, 0.000, 479.866, 336.544, 0.000, 
1542, 1, 0, 937.062, 1866.812, 539.167, 1395.337, 363.863, 1374.627, 1386.176, 0.000, 1373.248, 0.000, 470.210, 336.992, 0.000, 
1542, 1, 0, 911.094, 1648.197, 545.198, 1398.635, 357.403, 1375.414, 1383.648, 0.000, 1374.112, 0.000, 479.613, 338.592, 0.000, 
1542, 1, 0, 927.983, 1675.531, 526.631, 1400.017, 357.736, 1375.344, 1383.712, 0.000, 1375.584, 0.000, 472.362, 339.936, 0.000, 
1542, 1, 0, 917.458, 1642.144, 530.953, 1395.133, 357.174, 1375.670, 1384.832, 0.000, 1373.568, 0.000, 470.841, 335.872, 0.000, 
1542, 1, 0, 930.009, 1668.241, 536.057, 1395.283, 359.607, 1373.640, 1385.408, 0.000, 1374.720, 0.000, 470.777, 336.160, 0.000, 
1543, 1, 0, 912.532, 1852.210, 533.941, 1398.453, 353.988, 1375.087, 1385.728, 0.000, 1371.680, 0.000, 471.270, 336.544, 0.000, 
1543, 1, 0, 927.203, 1661.034, 535.405, 1398.589, 358.897, 1377.184, 1384.416, 0.000, 1370.656, 0.000, 471.727, 336.416, 0.000, 
1543, 1, 0, 914.438, 1685.996, 557.558, 1399.534, 350.989, 1376.357, 1385.792, 0.000, 1375.136, 0.000, 475.393, 338.784, 0.000, 
1543, 1, 0, 937.268, 1667.186, 531.247, 1397.215, 360.647, 1370.286, 1386.720, 0.000, 1374.592, 0.000, 476.853, 337.472, 0.000, 
1543, 1, 0, 911.787, 1650.502, 533.418, 1396.361, 355.679, 1371.670, 1385.568, 0.000, 1375.072, 0.000, 472.931, 337.312, 0.000, 
1543, 1, 0, 927.785, 1871.513, 526.013, 1396.274, 353.918, 1372.114, 1384.704, 0.000, 1374.208, 0.000, 479.401, 338.880, 0.000, 
1543, 1, 0, 922.992, 1650.209, 535.947, 1399.439, 353.798, 1370.763, 1384.320, 0.000, 1372.928, 0.000, 472.419, 332.832, 0.000, 
1543, 1, 0, 929.830, 1671.474, 538.437, 1395.630, 358.726, 1370.576, 1385.152, 0.000, 1374.496, 0.000, 471.663, 338.048, 0.000, 
1543, 1, 0, 931.437, 1688.086, 537.063, 1397.874, 356.221, 1373.109, 1387.200, 0.000, 1374.848, 0.000, 483.295, 337.824, 0.000, 
1543, 1, 0, 942.638, 1672.294, 526.373, 1396.528, 359.035, 1377.553, 1391.744, 0.000, 1374.560, 0.000, 475.600, 339.712, 0.000, 
1544, 1, 0, 910.997, 1863.598, 539.237, 1398.802, 356.259, 1375.844, 1385.184, 0.000, 1375.008, 0.000, 481.677, 337.632, 0.000, 
1544, 1, 0, 927.483, 1675.486, 536.019, 1398.097, 363.309, 1375.860, 1385.600, 0.000, 1376.832, 0.000, 473.546, 336.736, 0.000, 
