length, width, pattern, capture, instantiation, first_launch_api, first_launch_total, repeat_launch_api, repeat_launch_total, first_launch_device, blockingKernelTimeoutDetected, repeat_launch_device, blockingKernelTimeoutDetected, upload_api_time, updoad_device_time, blockingKernelTimeoutDetected, 
16, 1, 0, 4.769, 18.695, 4.589, 38.503, 8.796, 41.558, 33.664, 0.000, 33.424, 0.000, 0.060, 10.861, 0.000, 
17, 1, 0, 5.149, 24.386, 17.754, 71.775, 5.521, 39.795, 35.307, 0.000, 35.427, 0.000, 0.060, 11.182, 0.000, 
17, 1, 0, 5.180, 20.498, 9.077, 44.173, 8.636, 42.730, 35.066, 0.000, 35.428, 0.000, 0.070, 11.021, 0.000, 
17, 1, 0, 5.090, 20.358, 18.796, 65.744, 8.696, 42.760, 35.027, 0.000, 34.946, 0.000, 0.060, 11.261, 0.000, 
17, 1, 0, 5.009, 20.519, 21.761, 69.601, 8.576, 42.590, 35.106, 0.000, 34.986, 0.000, 0.060, 11.141, 0.000, 
17, 1, 0, 5.029, 19.968, 4.509, 39.875, 7.474, 41.498, 35.227, 0.000, 35.107, 0.000, 0.071, 11.903, 0.000, 
17, 1, 0, 5.069, 20.899, 18.585, 67.137, 4.198, 37.510, 35.227, 0.000, 34.746, 0.000, 0.060, 10.540, 0.000, 
17, 1, 0, 4.990, 19.937, 9.148, 44.264, 8.405, 42.169, 35.067, 0.000, 34.586, 0.000, 0.070, 11.061, 0.000, 
17, 1, 0, 5.009, 20.098, 19.567, 68.178, 4.158, 37.541, 35.347, 0.000, 35.227, 0.000, 0.070, 11.422, 0.000, 
17, 1, 0, 4.909, 21.050, 9.087, 44.293, 6.653, 40.797, 35.427, 0.000, 34.786, 0.000, 0.270, 11.181, 0.000, 
17, 1, 0, 6.241, 23.604, 12.393, 58.821, 8.576, 43.061, 35.508, 0.000, 35.186, 0.000, 0.071, 10.901, 0.000, 
18, 1, 0, 5.710, 23.264, 17.994, 63.890, 7.174, 42.961, 36.749, 0.000, 36.429, 0.000, 0.141, 11.141, 0.000, 
18, 1, 0, 9.187, 38.522, 13.476, 71.795, 4.568, 43.421, 42.080, 0.000, 41.158, 0.000, 0.150, 10.740, 0.000, 
18, 1, 0, 5.861, 21.872, 18.074, 68.989, 7.895, 43.502, 36.710, 0.000, 36.990, 0.000, 0.070, 11.021, 0.000, 
18, 1, 0, 5.410, 22.041, 15.038, 69.541, 8.646, 44.433, 36.870, 0.000, 36.469, 0.000, 0.070, 10.781, 0.000, 
